feature,coeff
HC01_VC29,0.1959877767766621
HC02_VC29,-4.189046015535249
HC03_VC29,13.800498699693174
HC04_VC29,14.810507412429958
HC01_VC30,-0.056977151227056815
HC02_VC30,2.297002198565646
HC03_VC30,-149.66733535271277
HC04_VC30,430.9510457279925
HC01_VC31,-0.16404517433069896
HC02_VC31,-0.9742761619552914
HC03_VC31,-6.1466558118125665
HC04_VC31,59.16934576406671
HC01_VC35,0.00027786516822823535
HC03_VC35,1.7137299668971999e-19
HC01_VC36,0.04075370954854798
HC02_VC36,-1.6765088716113858
HC03_VC36,2.340151689981277
HC04_VC36,23.8658465156985
HC01_VC37,-0.049289909335129875
HC02_VC37,3.4885636710023755
HC03_VC37,0.14908186313865476
HC04_VC37,-251.61896503743844
HC01_VC38,0.8141681289519448
HC02_VC38,-9.919871619504809
HC03_VC38,184.9398257593973
HC04_VC38,0.0
HC01_VC39,0.23522035988197817
HC02_VC39,-4.12416391475886
HC03_VC39,-167.51632916591115
HC04_VC39,-30.273249257806064
HC01_VC40,-0.046945744144915195
HC02_VC40,-0.6720033493390598
HC03_VC40,-37.42530285558894
HC04_VC40,-115.23140055236338
HC01_VC42,0.0015971201058142127
HC03_VC42,0.0
HC01_VC43,0.05091272803952851
HC02_VC43,-4.043113284105408
HC03_VC43,108.49483225378856
HC04_VC43,-122.48932777324084
HC01_VC44,-0.05302499657291463
HC02_VC44,2.221855356042605
HC03_VC44,-1.0774453135577364
HC04_VC44,-193.47580571152162
HC01_VC45,0.6373382306932692
HC02_VC45,-4.124026504320716
HC03_VC45,-153.99313203156785
HC04_VC45,395.33698096595907
HC01_VC46,0.022279776780027877
HC02_VC46,0.1409990314338218
HC03_VC46,13.123932487374171
HC04_VC46,162.97654253776915
HC01_VC47,-0.06855390925777931
HC02_VC47,0.7595385594640873
HC03_VC47,-107.9777267385465
HC04_VC47,-94.91318498077837
HC01_VC61,0.3177511333825308
HC02_VC61,-1.3851746937691196
HC03_VC61,0.0711794778490966
HC01_VC62,0.4588296897684178
HC02_VC62,-0.061910486432444345
HC03_VC62,28.966324873711564
HC04_VC62,13.491483783351166
HC01_VC64,-1.3818978116102423
HC02_VC64,0.2467321882316855
HC03_VC64,-7.894859418981426
HC04_VC64,-6.111590615308316
HC01_VC65,1.9704230403167076
HC02_VC65,-7.233377951208105
HC03_VC65,16.929126013496127
HC04_VC65,-22.883937810279566
HC01_VC66,-1.6920579588426732
HC02_VC66,-4.321916467680689
HC03_VC66,9.676006759666919
HC04_VC66,7.008755962163193
HC01_VC67,2.1748040644739466
HC02_VC67,-6.253235583224242
HC03_VC67,-7.745549797347719
HC04_VC67,-6.067358556341426
HC01_VC69,0.030316736512705222
HC02_VC69,1.5502442607498217
HC03_VC69,-0.12917372283385797
HC01_VC70,0.3472582439218445
HC02_VC70,-1.99810215432209
HC03_VC70,-6.414316222969188
HC04_VC70,-2.4277185037511155
HC01_VC71,-0.6002611910119473
HC02_VC71,4.269680977317885
HC03_VC71,11.33755998001298
HC04_VC71,59.41209696354895
HC01_VC75,-0.031066502833535927
HC02_VC75,-0.5777299342510227
HC03_VC75,0.004432481322794844
HC01_VC76,0.01465277758155664
HC02_VC76,3.0169545374478646
HC03_VC76,23.29238581016286
HC04_VC76,-164.0884906083022
HC01_VC77,-0.29428913367497767
HC02_VC77,6.627026013775919
HC03_VC77,-6.9757571484759096
HC04_VC77,-131.4609779628987
HC01_VC78,-0.051873249535851
HC02_VC78,2.253010057590663
HC03_VC78,43.2006117276227
HC04_VC78,54.306222896923714
HC01_VC79,0.012011509820059846
HC02_VC79,-0.8911489018195619
HC03_VC79,21.04347853342567
HC04_VC79,1.0074294304458935
HC01_VC80,-0.01524257909319031
HC02_VC80,-0.7194806508217165
HC03_VC80,26.672475440568938
HC04_VC80,-24.563978662952014
HC01_VC84,-0.0006340184224140664
HC03_VC84,-1.2286812926725208e-16
HC01_VC85,0.34833108974914995
HC02_VC85,-3.4073710421610706
HC03_VC85,65.44336173360017
HC04_VC85,-58.94512371179606
HC01_VC86,0.11664344447867846
HC02_VC86,-1.8300527310633288
HC03_VC86,85.36238123618908
HC04_VC86,-284.7720368372615
HC01_VC87,-0.02924864113998961
HC02_VC87,0.19897767324103016
HC03_VC87,18.219378340708648
HC04_VC87,-301.5408653535717
HC01_VC88,-0.017874946747640848
HC02_VC88,-0.27014416556714466
HC03_VC88,31.777437949726508
HC04_VC88,23.734200261784363
HC01_VC89,-0.07409513046785984
HC02_VC89,1.4439510871136019
HC03_VC89,15.917566584936798
HC04_VC89,0.0
HC01_VC90,-0.0389630432704322
HC02_VC90,1.3999571926742342
HC03_VC90,51.89710371714613
HC04_VC90,-152.7308821493244
HC01_VC91,-0.02556625672730361
HC02_VC91,1.0407297118401369
HC03_VC91,-11.842585496625384
HC04_VC91,15.491416974541467
HC03_VC93,-9.754507077124485
HC04_VC93,-126.44703452790333
HC03_VC94,0.05195711706970342
HC04_VC94,-65.88885779288012
HC01_VC98,0.0025103255730922966
HC02_VC98,-10.450013657616717
HC03_VC98,0.003923713318461649
HC01_VC99,-0.04068925128801321
HC02_VC99,1.31376247421352
HC03_VC99,36.5567234140766
HC04_VC99,178.8206391202418
HC01_VC103,0.001635419370624599
HC02_VC103,-3.354919945540476
HC03_VC103,0.0025493925738881533
HC01_VC104,0.029640551532861718
HC02_VC104,-0.06612600468927665
HC03_VC104,12.712369274135105
HC04_VC104,189.93615390515126
HC01_VC106,-0.00867651354679238
HC02_VC106,10.125039582540808
HC03_VC106,-0.004182019970710551
HC01_VC107,0.03386180989149677
HC02_VC107,-1.7260211767753626
HC03_VC107,-46.96666633293267
HC04_VC107,49.23060792441784
HC01_VC109,-0.00024441866192220703
HC02_VC109,1.6655171647414833
HC03_VC109,-0.0015086833829685863
HC01_VC110,0.07520137180697406
HC02_VC110,-0.44741606374067555
HC03_VC110,1.0586033568938449
HC04_VC110,7.207769808650335
HC01_VC112,-0.030881534812876265
HC02_VC112,1.8774648163245902
HC03_VC112,-0.006197134255386359
HC01_VC113,0.03954787884643151
HC02_VC113,-2.0162693996854144
HC03_VC113,-9.415633626047951
HC04_VC113,39.28711315811242
HC01_VC117,0.00035382282877986765
HC02_VC117,3.875481374832499
HC03_VC117,-0.002665336576187921
HC01_VC118,0.0003511105637278042
HC02_VC118,0.3269027702229178
HC03_VC118,-26.13473902928461
HC04_VC118,1.2455608588972304
HC01_VC119,-0.02463558679833075
HC02_VC119,0.7210168148417389
HC03_VC119,-1.3526219838455154
HC04_VC119,-0.0
HC01_VC120,-0.007077734083779692
HC02_VC120,0.04854607614687479
HC03_VC120,-20.321604940670944
HC04_VC120,-13.372782770925827
HC01_VC121,-0.13206923404155532
HC02_VC121,1.2586019850582497
HC03_VC121,25.71825485850364
HC04_VC121,-391.722638426159
HC01_VC122,-0.2669697515696285
HC02_VC122,2.5227941332533326
HC03_VC122,57.88097717929024
HC04_VC122,-413.9744153636081
HC01_VC123,0.07816844239203205
HC02_VC123,-0.36094163623460823
HC03_VC123,-46.23346069358392
HC04_VC123,87.76347393629385
HC01_VC124,0.22306905176150887
HC02_VC124,-3.7973487477158896
HC03_VC124,1375.9946231544186
HC04_VC124,-0.0
HC01_VC128,0.0039996785228976995
HC03_VC128,4.015302427939532e-20
HC01_VC129,-0.00036838793802083887
HC02_VC129,0.7477311730457619
HC03_VC129,-58.770264987151165
HC04_VC129,277.8259300040819
HC01_VC130,-0.002563425936647391
HC02_VC130,0.6302625051882926
HC03_VC130,0.1626195249909769
HC04_VC130,394.1177971746398
HC01_VC131,-0.0012139102040851332
HC02_VC131,-0.06438989013422307
HC03_VC131,3.153256510376455
HC04_VC131,109.85533708765972
HC01_VC132,-0.0038598289600042823
HC02_VC132,0.08073418701404206
HC03_VC132,-1.5488315121028378
HC04_VC132,115.02917177842286
HC01_VC133,0.32661209485705606
HC02_VC133,-3.114779202074359
HC03_VC133,-9.321082621539874
HC04_VC133,760.9739217657426
HC01_VC134,-0.0015800694602941734
HC02_VC134,-0.06775728808272485
HC03_VC134,7.279574117955308
HC04_VC134,0.0
HC01_VC138,0.000427051947328465
HC02_VC138,-0.06038880964669216
HC03_VC138,0.0010887035280434908
HC01_VC139,0.03302369702268125
HC02_VC139,-0.23291713246722376
HC01_VC140,-0.05512760167455813
HC02_VC140,0.04990499532671404
HC01_VC144,0.016330247670354646
HC02_VC144,0.04391569460006787
HC03_VC144,-0.0007149849894541863
HC01_VC146,0.1446565672545894
HC02_VC146,-2.4261880142453873
HC03_VC146,0.12105018980495787
HC01_VC147,0.8683317399564952
HC02_VC147,-3.3088204657516287
HC01_VC148,0.007833505901974526
HC02_VC148,-1.9210736190756135
HC01_VC150,-0.00934180029112163
HC02_VC150,0.24444668979163206
HC03_VC150,-0.004406630865735524
HC01_VC151,-0.1354448697765514
HC02_VC151,-1.3019185294364553
HC01_VC152,0.012437747748527496
HC02_VC152,0.42142189772075767
HC01_VC156,-0.007358415094019427
HC02_VC156,0.1634184970803435
HC03_VC156,-0.0029459389050206365
HC01_VC157,0.5593253822688776
HC02_VC157,-2.116005957949893
HC01_VC158,-0.14764058115462989
HC02_VC158,-2.383367015796417
HC01_VC159,-0.09929888279473058
HC02_VC159,4.574572270754829
HC01_VC160,-1.7143184919688728
HC02_VC160,-2.8097994386659204
HC01_VC161,0.032266195691325855
HC02_VC161,0.3606426848330939
HC01_VC162,-3.0168606068284642
HC02_VC162,5.526599208952262
HC01_VC166,-3.1222001308857875e-05
HC03_VC166,-3.537901103965882e-21
HC01_VC167,-0.0008287944238350818
HC02_VC167,0.5423502330679835
HC03_VC167,18.015659076260043
HC04_VC167,-126.59847500172795
HC01_VC168,0.016787050378178705
HC02_VC168,-0.8276848039601501
HC03_VC168,-0.7609388726948876
HC04_VC168,-0.0
HC01_VC170,0.036215906218137896
HC02_VC170,-0.32068385285669804
HC03_VC170,-2.760022713271049
HC04_VC170,-113.70363980148745
HC01_VC171,0.008136042033182411
HC02_VC171,0.885530603176348
HC03_VC171,-101.58837592491054
HC04_VC171,-484.1144132859302
HC01_VC172,-0.03612851458846168
HC02_VC172,1.4767799722545203
HC03_VC172,-17.790318143138165
HC04_VC172,-5.221181224238591
HC01_VC173,0.010736142317196043
HC02_VC173,-0.2784889792982849
HC03_VC173,-22.172077564607065
HC04_VC173,526.8305534319153
HC01_VC174,0.2839280498808398
HC02_VC174,-3.245073713682499
HC03_VC174,121.4480475967855
HC04_VC174,-35.73837406228914
HC01_VC175,-0.08684660259586839
HC02_VC175,1.152181930829976
HC03_VC175,-0.0
HC04_VC175,0.0
HC01_VC176,-0.017989660524022375
HC02_VC176,0.10990886362835899
HC03_VC176,-58.28164601720285
HC04_VC176,-429.990445606543
HC01_VC177,-0.19819280899741618
HC02_VC177,-0.8054328456497784
HC03_VC177,102.45309545813862
HC04_VC177,-239.88866092017054
HC01_VC178,-0.6517421735926383
HC02_VC178,-1.1948676749283813
HC03_VC178,0.0
HC04_VC178,-358.51562725567504
HC01_VC182,0.0035147219246810676
HC03_VC182,0.0
HC01_VC183,-0.0320914326890607
HC02_VC183,1.6086529079604823
HC03_VC183,5.733918807746158
HC04_VC183,-32.56830185097223
HC01_VC184,0.24605303484597765
HC02_VC184,-2.1081565537155855
HC03_VC184,-0.0
HC04_VC184,-475.6513987866327
HC01_VC185,1.1397188238939358
HC02_VC185,-6.971464977456282
HC03_VC185,1929.5034605158237
HC04_VC185,-0.0
HC01_VC186,-2.184011784487795
HC02_VC186,-1.7668140395142906
HC03_VC186,138.80229023819078
HC04_VC186,-0.0
HC01_VC187,-0.6853108269716214
HC02_VC187,5.504371242349633
HC03_VC187,30.244832448900738
HC04_VC187,-614.9228677255614
HC01_VC188,-0.016135306388255114
HC02_VC188,0.9138112177603358
HC03_VC188,-3.34877563845582
HC04_VC188,-214.2829945206032
HC01_VC189,-0.22999468199566797
HC02_VC189,2.8962339820526446
HC03_VC189,-38.96635263414922
HC04_VC189,-465.797064988388
HC01_VC190,-0.2276596142260838
HC02_VC190,0.6659970616055876
HC03_VC190,0.0
HC04_VC190,-224.07460503799436
HC01_VC191,-0.01365077441433963
HC02_VC191,0.061191737571582805
HC03_VC191,11.470373087889433
HC04_VC191,-29.848611840914664
HC01_VC192,0.025516034211847994
HC02_VC192,2.3867317260270564
HC03_VC192,-87.31684958414117
HC04_VC192,-0.0
HC01_VC193,-0.10483772585564115
HC02_VC193,0.4976130936511378
HC03_VC193,-31.72139416303381
HC04_VC193,-0.0
HC01_VC194,-0.0001746998946879231
HC02_VC194,-0.16267185825299466
HC03_VC194,37.51358342225503
HC04_VC194,-17.172675741160486
HC01_VC195,-0.03924259581066922
HC02_VC195,0.6915782068323251
HC03_VC195,-115.87821471941024
HC04_VC195,169.80514238005722
HC01_VC196,0.7837425781973008
HC02_VC196,-1.4859671972816348
HC03_VC196,60.4012378872186
HC04_VC196,0.0
HC01_VC197,0.7028492893529896
HC02_VC197,-2.4327334675732697
HC03_VC197,613.5397346439281
HC04_VC197,38.418493687317266
HC01_VC198,-0.060566178992724526
HC02_VC198,0.47323888154714444
HC03_VC198,-94.00599434345236
HC04_VC198,18.036422562742306
HC01_VC199,-2.481018199732669
HC02_VC199,0.9328918336718547
HC03_VC199,0.0
HC04_VC199,29.832038920988047
HC01_VC200,0.34474152805686853
HC02_VC200,1.628839243698368
HC03_VC200,-604.9376723497696
HC04_VC200,0.0
HC01_VC201,-0.3694381075332057
HC02_VC201,3.310465514044906
HC03_VC201,-11.660986513526325
HC04_VC201,29.7464957587894
HC01_VC202,-0.04436249230996562
HC02_VC202,1.7457294567237254
HC03_VC202,-167.80234232124462
HC04_VC202,102.18585101568856
HC01_VC203,-0.10932150915680487
HC02_VC203,-2.668383096982139
HC03_VC203,92.63093887547961
HC04_VC203,511.46162882411096
HC01_VC204,0.13995262747257758
HC02_VC204,1.8253041726637587
HC03_VC204,-436.9972265141381
HC04_VC204,393.84721960614513
HC01_VC205,0.030300707570454364
HC02_VC205,2.449676622044493
HC03_VC205,116.33406517566586
HC04_VC205,-0.0
HC01_VC206,-1.5751874640840888
HC02_VC206,5.3936840881055845
HC03_VC206,13.297377511593092
HC04_VC206,-853.9196261428767
HC01_VC207,0.48921523107211357
HC02_VC207,-4.1066452917736145
HC03_VC207,-0.0
HC04_VC207,1956.8750094488564
HC01_VC208,-0.962882179571547
HC02_VC208,6.085666354697321
HC03_VC208,156.83242460168265
HC04_VC208,-164.70854264735095
HC01_VC209,0.4265971871247649
HC02_VC209,1.284336397278069
HC03_VC209,-278.5627171315285
HC04_VC209,0.0
COUNTY_ACCOMACK,0.0
COUNTY_ADAIR,-0.0
COUNTY_ADAMS,-0.0
COUNTY_ALBEMARLE,-0.0
COUNTY_ALEXANDRIA CITY,0.0
COUNTY_ALLEGHANY,0.0
COUNTY_ALLEGHENY,0.0
COUNTY_ALLEN,395.8878381327589
COUNTY_AMELIA,-0.0
COUNTY_AMHERST,-181.51224328213758
COUNTY_ANDERSON,0.0
COUNTY_APPOMATTOX,-0.0
COUNTY_ARLINGTON,-0.0
COUNTY_ARMSTRONG,-0.0
COUNTY_ASHLAND,0.0
COUNTY_ASHTABULA,0.0
COUNTY_ATHENS,0.0
COUNTY_AUGLAIZE,-0.0
COUNTY_AUGUSTA,0.0
COUNTY_BALLARD,0.0
COUNTY_BARBOUR,0.0
COUNTY_BARREN,-0.0
COUNTY_BATH,0.0
COUNTY_BEAVER,-0.0
COUNTY_BEDFORD,-0.0
COUNTY_BELL,442.80094854699433
COUNTY_BELMONT,-0.0
COUNTY_BERKELEY,0.0
COUNTY_BERKS,0.0
COUNTY_BLAIR,-0.0
COUNTY_BLAND,-0.0
COUNTY_BOONE,-1687.5091406819606
COUNTY_BOTETOURT,-0.0
COUNTY_BOURBON,-0.0
COUNTY_BOYD,-0.0
COUNTY_BOYLE,-0.0
COUNTY_BRACKEN,159.36630629707415
COUNTY_BRADFORD,0.0
COUNTY_BRAXTON,0.0
COUNTY_BREATHITT,0.0
COUNTY_BRECKINRIDGE,0.0
COUNTY_BRISTOL,0.0
COUNTY_BROOKE,-0.0
COUNTY_BROWN,0.0
COUNTY_BRUNSWICK,-0.0
COUNTY_BUCHANAN,0.0
COUNTY_BUCKINGHAM,-0.0
COUNTY_BUCKS,11954.932899348178
COUNTY_BULLITT,-0.0
COUNTY_BUTLER,-0.0
COUNTY_CABELL,0.0
COUNTY_CALDWELL,-17.508545684935026
COUNTY_CALHOUN,0.0
COUNTY_CALLOWAY,-1212.204591851262
COUNTY_CAMBRIA,-0.0
COUNTY_CAMERON,-0.0
COUNTY_CAMPBELL,1706.6779809978575
COUNTY_CARBON,-0.0
COUNTY_CARLISLE,-0.0
COUNTY_CAROLINE,106.72417648981862
COUNTY_CARROLL,-10.745380330324538
COUNTY_CARTER,222.3070179640611
COUNTY_CASEY,-0.0
COUNTY_CENTRE,1197.2238124851958
COUNTY_CHAMPAIGN,-0.0
COUNTY_CHARLES CITY,-814.8347935929539
COUNTY_CHARLOTTE,0.0
COUNTY_CHARLOTTESVILLE CITY,-0.0
COUNTY_CHESTER,-0.0
COUNTY_CHESTERFIELD,771.8697072316024
COUNTY_CHRISTIAN,0.0
COUNTY_CLARION,0.0
COUNTY_CLARK,0.0
COUNTY_CLARKE,-0.0
COUNTY_CLAY,-0.0
COUNTY_CLEARFIELD,-0.0
COUNTY_CLERMONT,-0.0
COUNTY_CLINTON,-134.18462418555558
COUNTY_COLUMBIA,0.0
COUNTY_COLUMBIANA,0.0
COUNTY_COSHOCTON,-0.0
COUNTY_CRAIG,0.0
COUNTY_CRAWFORD,0.0
COUNTY_CRITTENDEN,-0.0
COUNTY_CULPEPER,0.0
COUNTY_CUMBERLAND,-0.0
COUNTY_CUYAHOGA,34958.17030367356
COUNTY_DARKE,-0.0
COUNTY_DAUPHIN,143.0496942554709
COUNTY_DAVIESS,0.0
COUNTY_DEFIANCE,0.0
COUNTY_DELAWARE,1645.8851321972286
COUNTY_DICKENSON,-0.0
COUNTY_DINWIDDIE,-0.0
COUNTY_DODDRIDGE,-0.0
COUNTY_EDMONSON,-0.0
COUNTY_ELK,-0.0
COUNTY_ELLIOTT,-0.0
COUNTY_ERIE,0.0
COUNTY_ESSEX,0.0
COUNTY_ESTILL,2511.800829700993
COUNTY_FAIRFAX,0.0
COUNTY_FAIRFAX CITY,0.0
COUNTY_FAIRFIELD,54.315678237151225
COUNTY_FAUQUIER,270.06482069026544
COUNTY_FAYETTE,-2.3194220272897694
COUNTY_FLEMING,0.0
COUNTY_FLOYD,-0.0
COUNTY_FLUVANNA,0.0
COUNTY_FRANKLIN,-1092.973343324071
COUNTY_FREDERICK,-0.0
COUNTY_FREDERICKSBURG CITY,-0.0
COUNTY_FULTON,-54.89298687682883
COUNTY_GALLATIN,0.0
COUNTY_GALLIA,-0.0
COUNTY_GARRARD,-0.0
COUNTY_GEAUGA,-0.0
COUNTY_GILES,0.0
COUNTY_GILMER,-0.0
COUNTY_GLOUCESTER,0.0
COUNTY_GOOCHLAND,-0.0
COUNTY_GRANT,-1028.1748459607509
COUNTY_GRAVES,0.0
COUNTY_GRAYSON,0.0
COUNTY_GREEN,0.0
COUNTY_GREENBRIER,-0.0
COUNTY_GREENE,914.8757049806101
COUNTY_GREENSVILLE,0.0
COUNTY_GREENUP,-262.40137531061225
COUNTY_GUERNSEY,306.96135633065126
COUNTY_HALIFAX,-0.0
COUNTY_HAMILTON,39566.98696933041
COUNTY_HAMPSHIRE,0.0
COUNTY_HAMPTON CITY,-2326.8089287020957
COUNTY_HANCOCK,104.62833611109774
COUNTY_HANOVER,0.0
COUNTY_HARDIN,0.0
COUNTY_HARDY,0.0
COUNTY_HARLAN,0.0
COUNTY_HARRISON,0.0
COUNTY_HARRISONBURG CITY,0.0
COUNTY_HART,0.0
COUNTY_HENDERSON,-497.9150139451734
COUNTY_HENRICO,-0.0
COUNTY_HENRY,-0.0
COUNTY_HICKMAN,1053.5197762105508
COUNTY_HIGHLAND,0.0
COUNTY_HOCKING,-514.2883550978627
COUNTY_HOLMES,-0.0
COUNTY_HOPKINS,-0.0
COUNTY_HUNTINGDON,-0.0
COUNTY_HURON,-0.0
COUNTY_INDIANA,-0.0
COUNTY_ISLE OF WIGHT,0.0
COUNTY_JACKSON,-0.0
COUNTY_JAMES CITY,-0.0
COUNTY_JEFFERSON,-0.0
COUNTY_JESSAMINE,0.0
COUNTY_JOHNSON,-0.0
COUNTY_JUNIATA,0.0
COUNTY_KANAWHA,-0.0
COUNTY_KENTON,0.0
COUNTY_KING AND QUEEN,84.57186178453142
COUNTY_KING GEORGE,0.0
COUNTY_KING WILLIAM,-0.0
COUNTY_KNOTT,-0.0
COUNTY_KNOX,-0.0
COUNTY_LACKAWANNA,-0.0
COUNTY_LAKE,19509.8961423401
COUNTY_LANCASTER,-0.0
COUNTY_LARUE,0.0
COUNTY_LAUREL,-330.5317160925468
COUNTY_LAWRENCE,-958.6239635095309
COUNTY_LEBANON,-0.0
COUNTY_LEE,0.0
COUNTY_LEHIGH,-683.5524311829673
COUNTY_LESLIE,-0.0
COUNTY_LETCHER,1009.424827556627
COUNTY_LEWIS,-308.8450640075782
COUNTY_LICKING,0.0
COUNTY_LINCOLN,-0.0
COUNTY_LIVINGSTON,-0.0
COUNTY_LOGAN,-0.0
COUNTY_LORAIN,-7846.179634807738
COUNTY_LOUDOUN,-0.0
COUNTY_LOUISA,-0.0
COUNTY_LUCAS,-7168.705142547453
COUNTY_LUNENBURG,-0.0
COUNTY_LUZERNE,-0.0
COUNTY_LYCOMING,0.0
COUNTY_LYON,2003.4267370169684
COUNTY_MADISON,0.0
COUNTY_MAGOFFIN,-0.0
COUNTY_MAHONING,0.0
COUNTY_MANASSAS CITY,0.0
COUNTY_MARION,-0.0
COUNTY_MARSHALL,0.0
COUNTY_MARTIN,0.0
COUNTY_MASON,-0.0
COUNTY_MATHEWS,-0.0
COUNTY_MCCRACKEN,0.0
COUNTY_MCCREARY,-0.0
COUNTY_MCDOWELL,-0.0
COUNTY_MCKEAN,0.0
COUNTY_MEADE,0.0
COUNTY_MECKLENBURG,0.0
COUNTY_MEDINA,0.0
COUNTY_MEIGS,0.0
COUNTY_MENIFEE,0.0
COUNTY_MERCER,0.0
COUNTY_METCALFE,-0.0
COUNTY_MIAMI,-0.0
COUNTY_MIDDLESEX,0.0
COUNTY_MIFFLIN,0.0
COUNTY_MINERAL,-0.0
COUNTY_MINGO,-21.833659512835084
COUNTY_MONONGALIA,-3730.082584623285
COUNTY_MONROE,7.958060508932007
COUNTY_MONTGOMERY,370.03034407282223
COUNTY_MONTOUR,0.0
COUNTY_MORGAN,-0.0
COUNTY_MORROW,-0.0
COUNTY_MUHLENBERG,1286.7265413381583
COUNTY_MUSKINGUM,0.0
COUNTY_NELSON,-0.0
COUNTY_NEW KENT,0.0
COUNTY_NEWPORT NEWS CITY,-4160.079571658809
COUNTY_NICHOLAS,289.7297996379889
COUNTY_NOBLE,0.0
COUNTY_NORFOLK CITY,-0.0
COUNTY_NORTHAMPTON,-0.0
COUNTY_NORTHUMBERLAND,-0.0
COUNTY_NOTTOWAY,-0.0
COUNTY_OHIO,150.91741679143405
COUNTY_OLDHAM,0.0
COUNTY_ORANGE,-0.0
COUNTY_OTTAWA,0.0
COUNTY_OWEN,-0.0
COUNTY_OWSLEY,-0.0
COUNTY_PAGE,0.0
COUNTY_PATRICK,126.5738509073761
COUNTY_PAULDING,-1105.5669044465196
COUNTY_PENDLETON,0.0
COUNTY_PERRY,-0.0
COUNTY_PHILADELPHIA,0.0
COUNTY_PICKAWAY,-0.0
COUNTY_PIKE,-1133.4798080527148
COUNTY_PITTSYLVANIA,0.0
COUNTY_PLEASANTS,337.5242849230338
COUNTY_POCAHONTAS,0.0
COUNTY_PORTAGE,0.0
COUNTY_PORTSMOUTH CITY,778.2969822410205
COUNTY_POTTER,0.0
COUNTY_POWELL,-0.0
COUNTY_POWHATAN,-0.0
COUNTY_PREBLE,-0.0
COUNTY_PRESTON,-0.0
COUNTY_PRINCE EDWARD,0.0
COUNTY_PRINCE GEORGE,0.0
COUNTY_PRINCE WILLIAM,0.0
COUNTY_PULASKI,0.0
COUNTY_PUTNAM,-0.0
COUNTY_RALEIGH,-0.0
COUNTY_RANDOLPH,0.0
COUNTY_RAPPAHANNOCK,0.0
COUNTY_RICHLAND,-0.0
COUNTY_RICHMOND,-11048.707011268942
COUNTY_RITCHIE,707.0453203153673
COUNTY_ROANE,-0.0
COUNTY_ROANOKE,0.0
COUNTY_ROBERTSON,-0.0
COUNTY_ROCKBRIDGE,-0.0
COUNTY_ROCKCASTLE,-0.0
COUNTY_ROCKINGHAM,0.0
COUNTY_ROSS,-122.43043862407099
COUNTY_ROWAN,-0.0
COUNTY_RUSSELL,-418.60157346621446
COUNTY_SANDUSKY,566.5806658502734
COUNTY_SCHUYLKILL,0.0
COUNTY_SCIOTO,0.0
COUNTY_SCOTT,0.0
COUNTY_SENECA,0.0
COUNTY_SHELBY,-15.58665269435689
COUNTY_SHENANDOAH,0.0
COUNTY_SIMPSON,0.0
COUNTY_SMYTH,0.0
COUNTY_SNYDER,-0.0
COUNTY_SOMERSET,-0.0
COUNTY_SOUTHAMPTON,0.0
